ISBN,Title,Author,Year,Publisher,Genre,Description,Language,Keywords,Image_URL
3453212150,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,2002,Heyne,General Fiction,"Bibliographic summary: “Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.” is classified as General Fiction and was written by Sue Townsend. It was published by Heyne in 2002. Search and recommendation terms derived from the available metadata include: die, cappuccino, jahre, aus, dem, tagebuch, des, adrian, mole, townsend.",English,"die, cappuccino, jahre, aus, dem, tagebuch, des, adrian, mole, townsend",http://images.amazon.com/images/P/3453212150.01.MZZZZZZZ.jpg
3462021095,Schwarzer Tee mit drei StÃ¼ck Zucker,Renan Demirkan,1991,Kiepenheuer & Witsch,History,"Bibliographic summary: “Schwarzer Tee mit drei StÃ¼ck Zucker” is classified as History and was written by Renan Demirkan. It was published by Kiepenheuer & Witsch in 1991. Search and recommendation terms derived from the available metadata include: schwarzer, tee, mit, drei, stã, zucker, demirkan, history.",Portuguese,"schwarzer, tee, mit, drei, stã, zucker, demirkan, history",http://images.amazon.com/images/P/3462021095.01.MZZZZZZZ.jpg
3492045642,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,2003,Piper,General Fiction,"Bibliographic summary: “QuerschÃ?Â¼sse - Downsize This!” is classified as General Fiction and was written by Michael Moore. It was published by Piper in 2003. Search and recommendation terms derived from the available metadata include: querschã, sse, downsize, moore, general, fiction.",French,"querschã, sse, downsize, moore, general, fiction",http://images.amazon.com/images/P/3492045642.01.MZZZZZZZ.jpg
3498020862,Die Korrekturen.,Jonathan Franzen,2002,"Rowohlt, Reinbek",General Fiction,"Bibliographic summary: “Die Korrekturen.” is classified as General Fiction and was written by Jonathan Franzen. It was published by Rowohlt, Reinbek in 2002. Search and recommendation terms derived from the available metadata include: die, korrekturen, franzen, general, fiction.",English,"die, korrekturen, franzen, general, fiction",http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg
3499110695,Neun ErzÃ?Â¤hlungen.,Jerome D. Salinger,1968,Rowohlt Tb.,General Fiction,"Bibliographic summary: “Neun ErzÃ?Â¤hlungen.” is classified as General Fiction and was written by Jerome D. Salinger. It was published by Rowohlt Tb. in 1968. Search and recommendation terms derived from the available metadata include: neun, erzã, hlungen, salinger, general, fiction.",French,"neun, erzã, hlungen, salinger, general, fiction",http://images.amazon.com/images/P/3499110695.01.MZZZZZZZ.jpg
3499151502,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger,1998,Rowohlt Tb.,General Fiction,"Bibliographic summary: “Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.” is classified as General Fiction and was written by Jerome D. Salinger. It was published by Rowohlt Tb. in 1998. Search and recommendation terms derived from the available metadata include: hebt, den, dachbalken, hoch, zimmerleute, seymour, wird, vorgestellt, salinger, general.",English,"hebt, den, dachbalken, hoch, zimmerleute, seymour, wird, vorgestellt, salinger, general",http://images.amazon.com/images/P/3499151502.01.MZZZZZZZ.jpg
3518111000,"Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).",James Joyce,1981,Suhrkamp,General Fiction,"Bibliographic summary: “Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).” is classified as General Fiction and was written by James Joyce. It was published by Suhrkamp in 1981. Search and recommendation terms derived from the available metadata include: ulysses, bersetzg, wollschlã, ger, neue, folge, 100, joyce, general, fiction.",French,"ulysses, bersetzg, wollschlã, ger, neue, folge, 100, joyce, general, fiction",http://images.amazon.com/images/P/3518111000.01.MZZZZZZZ.jpg
3548254268,Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,2002,Ullstein Tb,General Fiction,"Bibliographic summary: “Eine ganz normale AffÃ?Â¤re.” is classified as General Fiction and was written by Joanna Trollope. It was published by Ullstein Tb in 2002. Search and recommendation terms derived from the available metadata include: eine, ganz, normale, affã, trollope, general, fiction.",French,"eine, ganz, normale, affã, trollope, general, fiction",http://images.amazon.com/images/P/3548254268.01.MZZZZZZZ.jpg
3570300099,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend,2002,"Bertelsmann, MÃ?Â¼nchen",General Fiction,"Bibliographic summary: “Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).” is classified as General Fiction and was written by Sue Townsend. It was published by Bertelsmann, MÃ?Â¼nchen in 2002. Search and recommendation terms derived from the available metadata include: das, intimleben, des, adrian, mole, jahre, cbt, townsend, general, fiction.",English,"das, intimleben, des, adrian, mole, jahre, cbt, townsend, general, fiction",http://images.amazon.com/images/P/3570300099.01.MZZZZZZZ.jpg
3596292646,Das Buch der lÃ?Â¤cherlichen Liebe.,Milan Kundera,2000,"Fischer (Tb.), Frankfurt",General Fiction,"Bibliographic summary: “Das Buch der lÃ?Â¤cherlichen Liebe.” is classified as General Fiction and was written by Milan Kundera. It was published by Fischer (Tb.), Frankfurt in 2000. Search and recommendation terms derived from the available metadata include: das, buch, der, cherlichen, liebe, kundera, general, fiction.",German,"das, buch, der, cherlichen, liebe, kundera, general, fiction",http://images.amazon.com/images/P/3596292646.01.MZZZZZZZ.jpg
0060977493,The God of Small Things,Arundhati Roy,1998,Perennial,Religion & Spirituality,"Bibliographic summary: “The God of Small Things” is classified as Religion & Spirituality and was written by Arundhati Roy. It was published by Perennial in 1998. Search and recommendation terms derived from the available metadata include: god, small, things, roy, religion, spirituality.",English,"god, small, things, roy, religion, spirituality",http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg
0312872682,The James Dean Affair: A Neil Gulliver & Stevie Marriner Novel,Robert S. Levinson,2000,St Martins Pr,Romance,"Bibliographic summary: “The James Dean Affair: A Neil Gulliver & Stevie Marriner Novel” is classified as Romance and was written by Robert S. Levinson. It was published by St Martins Pr in 2000. Search and recommendation terms derived from the available metadata include: james, dean, affair, neil, gulliver, stevie, marriner, levinson, romance.",English,"james, dean, affair, neil, gulliver, stevie, marriner, levinson, romance",http://images.amazon.com/images/P/0312872682.01.MZZZZZZZ.jpg
0316602906,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown",Mystery & Thriller,"Bibliographic summary: “The Big Bad Wolf: A Novel” is classified as Mystery & Thriller and was written by James Patterson. It was published by Little, Brown in 2003. Search and recommendation terms derived from the available metadata include: big, bad, wolf, patterson, mystery, thriller.",English,"big, bad, wolf, patterson, mystery, thriller",http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg
0316693006,Four Blind Mice,James Patterson,2002,"Little, Brown",Mystery & Thriller,"Bibliographic summary: “Four Blind Mice” is classified as Mystery & Thriller and was written by James Patterson. It was published by Little, Brown in 2002. Search and recommendation terms derived from the available metadata include: four, blind, mice, patterson, mystery, thriller.",English,"four, blind, mice, patterson, mystery, thriller",http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg
0345311396,Private Screening,Richard North Patterson,1994,Ballantine Books,General Fiction,"Bibliographic summary: “Private Screening” is classified as General Fiction and was written by Richard North Patterson. It was published by Ballantine Books in 1994. Search and recommendation terms derived from the available metadata include: private, screening, patterson, general, fiction.",English,"private, screening, patterson, general, fiction",http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg
0345378490,Congo,Michael Crichton,1995,Ballantine Books,Science Fiction,"Bibliographic summary: “Congo” is classified as Science Fiction and was written by Michael Crichton. It was published by Ballantine Books in 1995. Search and recommendation terms derived from the available metadata include: congo, crichton, science, fiction.",English,"congo, crichton, science, fiction",http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg
0345404793,Protect and Defend,Richard North Patterson,2001,Ballantine Books,General Fiction,"Bibliographic summary: “Protect and Defend” is classified as General Fiction and was written by Richard North Patterson. It was published by Ballantine Books in 2001. Search and recommendation terms derived from the available metadata include: protect, defend, patterson, general, fiction.",English,"protect, defend, patterson, general, fiction",http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg
0345433173,The Tall Pine Polka,Lorna Landvik,1999,Ballantine Books,General Fiction,"Bibliographic summary: “The Tall Pine Polka” is classified as General Fiction and was written by Lorna Landvik. It was published by Ballantine Books in 1999. Search and recommendation terms derived from the available metadata include: tall, pine, polka, landvik, general, fiction.",English,"tall, pine, polka, landvik, general, fiction",http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg
0375400117,Memoirs of a Geisha,Arthur Golden,1997,Alfred A. Knopf,Biography & Memoir,"Bibliographic summary: “Memoirs of a Geisha” is classified as Biography & Memoir and was written by Arthur Golden. It was published by Alfred A. Knopf in 1997. Search and recommendation terms derived from the available metadata include: memoirs, geisha, golden, biography, memoir.",English,"memoirs, geisha, golden, biography, memoir",http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg
0375705856,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,General Fiction,"Bibliographic summary: “Plainsong (Vintage Contemporaries)” is classified as General Fiction and was written by KENT HARUF. It was published by Vintage in 2000. Search and recommendation terms derived from the available metadata include: plainsong, vintage, contemporaries, haruf, general, fiction.",English,"plainsong, vintage, contemporaries, haruf, general, fiction",http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon,General Fiction,"Bibliographic summary: “Body of Evidence (Kay Scarpetta Mysteries (Paperback))” is classified as General Fiction and was written by Patricia D. Cornwell. It was published by Avon in 1992. Search and recommendation terms derived from the available metadata include: body, evidence, kay, scarpetta, mysteries, paperback, cornwell, general, fiction.",English,"body, evidence, kay, scarpetta, mysteries, paperback, cornwell, general, fiction",http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg
0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon,General Fiction,"Bibliographic summary: “All That Remains (Kay Scarpetta Mysteries (Paperback))” is classified as General Fiction and was written by Patricia D. Cornwell. It was published by Avon in 1993. Search and recommendation terms derived from the available metadata include: all, remains, kay, scarpetta, mysteries, paperback, cornwell, general, fiction.",English,"all, remains, kay, scarpetta, mysteries, paperback, cornwell, general, fiction",http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg
0380754509,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,1988,Avon Books,Mystery & Thriller,"Bibliographic summary: “The Case of the Lost Look-Alike (An Avon Camelot Book)” is classified as Mystery & Thriller and was written by Carol J. Farley. It was published by Avon Books in 1988. Search and recommendation terms derived from the available metadata include: case, lost, look, alike, avon, camelot, farley, mystery, thriller.",English,"case, lost, look, alike, avon, camelot, farley, mystery, thriller",http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg
